image,yara_detected,detected_rules,is_cryptojacking
492398159docker/golang,False,,False
492816239/hello-world,False,,False
492674786/java,False,,False
492954367/centos,False,,False
492960429/kong,False,,False
49332/redis,False,,False
494533577/haproxy,False,,False
494533577/mysql,False,,False
494533577/rabbitmq,False,,False
494533577/redis,False,,False
494737627/mongo,False,,False
496345281qq/ubuntu,False,,False
494737627/redis,False,,False
495969/tomcat,False,,False
496361214/python,False,,False
497273882/nginx,False,,False
496852470/centos,False,,False
499699859/docker,False,,False
499384063/busybox,False,,False
499844677/haproxy,False,,False
499968985/alpine,False,,False
499844677/rabbitmq,False,,False
49c2d014c/consul,False,,False
4a11f3d6e5/kibana,False,,False
4admin2root/maven,False,,False
4admin2root/sonarqube,False,,False
4armed/nginx,False,,False
4bidden/elixir,False,,False
4calibr4/node,False,,False
4bumuhammad/python,False,,False
4camping/php,False,,False
4camping/rabbitmq,False,,False
4dclick/nginx,False,,False
4catalyzer/python,False,,False
4ddi/neo4j,False,,False
4ddi/ubuntu,False,,False
4devops/alpine,False,,False
4dfun/mongo,False,,False
4dfun/redis,False,,False
4dqmtsgmlfxxaqql/redis,False,,False
4dream/redis,False,,False
4e82p7d6p872/jenkins,False,,False
4eixos/owncloud,False,,False
4e5ty/tomcat,False,,False
4ec56d520a/docker,False,,False
4eixos/redmine,False,,False
4f5270e47df0/java,False,,False
4everer/ubuntu,False,,False
4freevip/tomcat,False,,False
4gate/php,False,,False
4freevip/caddy,False,,False
4geniac/almalinux,False,,False
4geniac/centos,False,,False
4iapps/tomcat,False,,False
4geniac/rockylinux,False,,False
4k1l/openjdk,False,,False
4k1l/registry,False,,False
4leafar20/centos,False,,False
4lb3rthh/ubuntu,False,,False
4lch4/node,False,,False
4lex1v/node,False,,False
4lmd/rabbitmq,False,,False
4m1rfa/busybox,False,,False
4m3ndy/jenkins,False,,False
4nd120m3d4/docker,False,,False
4mation/wordpress,False,,False
4n0m4l0u5/cassandra,False,,False
4n0m4lie/php,False,,False
4nd120m3d4/postgres,False,,False
4ndataops/elasticsearch,False,,False
4ngo/caddy,False,,False
4nsic/influxdb,False,,False
4nn0/centos,False,,False
4nt0h4/fluentd,False,,False
4ntoon/mongo,False,,False
4ops/docker,False,,False
4ops/php,False,,False
4rsoluciones/composer,False,,False
4ops/unit,False,,False
4ops/python,False,,False
4s13r/postgres,False,,False
4rsoluciones/php,False,,False
4sconsult/elasticsearch,False,,False
4sconsult/kibana,False,,False
4sconsult/logstash,False,,False
4sconsult/nginx,False,,False
4scotty/node,False,,False
4ss078/redis,False,,False
4stacks/alpine,False,,False
4strokes/redmine,False,,False
4talent/mongo,False,,False
4teamwork/logstash,False,,False
4tatop/mysql,False,,False
4teamwork/plone,False,,False
4teamwork/ruby,False,,False
4teamwork/python,False,,False
4tec/liquibase,False,,False
4tecture/hello-world,False,,False
4tire/haproxy,False,,False
4training/mysql,False,,False
4training/mediawiki,False,,False
4tunaio/alpine,False,,False
4uck/ubuntu,False,,False
4utep/fluentd,False,,False
4uva4elo/mariadb,False,,False
4uva4elo/mysql,False,,False
4warned/fluentd,False,,False
4warned/elasticsearch,False,,False
4vv22cs123/java,False,,False
4warned/kibana,False,,False
4xe1/rabbitmq,False,,False
4y2s/django,False,,False
4whomtbts/centos,False,,False
4you2/nginx,False,,False
4xxi/jenkins,False,,False
4yourgrace/httpd,False,,False
4yousee/node,False,,False
4yousee/sonarqube,False,,False
4zxzxz4/docker,False,,False
4zxzxz4/maven,False,,False
4zxzxz4/openjdk,False,,False
4zxzxz4/tomcat,False,,False
5007/alpine,False,,False
500a0/ubuntu,False,,False
500bits/elasticsearch,False,,False
500bits/kibana,False,,False
500bits/logstash,False,,False
500bits/redis,False,,False
500bits/mysql,False,,False
500bits/php,False,,False
501232535/nginx,False,,False
500bits/zookeeper,False,,False
501771436/tomcat,False,,False
501stalpha1/mysql,False,,False
501stalpha1/node,False,,False
501stalpha1/php,False,,False
501stalpha1/ubuntu,False,,False
502063237/mysql,False,,False
502063237/redis,False,,False
502063237/tomcat,False,,False
502156546/jenkins,False,,False
503320252/jenkins,False,,False
502204678/php,False,,False
505954690/cirros,False,,False
509020/httpd,False,,False
505611883/ros,False,,False
50857500/php,False,,False
50shashwat/java,False,,False
5097104/ubuntu,False,,False
50ardenyp/alpine,False,,False
51092835/django,False,,False
5108926/python,False,,False
511990372/centos,False,,False
512701/matomo,False,,False
511dockerhubtest/rabbitmq,False,,False
512130254/tomcat,False,,False
513180854/spark,False,,False
513461754/httpd,False,,False
513701/tomcat,False,,False
513314416/alpine,False,,False
514694700/centos,False,,False
515431/redis,False,,False
515824031/rabbitmq,False,,False
515824031/sonarqube,False,,False
51619116156/docker,False,,False
515622367/elasticsearch,False,,False
516249940/busybox,False,,False
516249940/redis,False,,False
516378049docker/ubuntu,False,,False
516249940/rabbitmq,False,,False
516490578/mysql,False,,False
517397241/hello-world,False,,False
516411/nginx,False,,False
51745822/ubuntu,False,,False
51751552/mysql,False,,False
517465434/node,False,,False
5175188007/openjdk,False,,False
51859229/mariadb,False,,False
51859229/openjdk,False,,False
51859229/redis,False,,False
51897/httpd,False,,False
51897/mysql,False,,False
518mgao/java,False,,False
519825694/centos,False,,False
519678181/httpd,False,,False
51meto/centos,False,,False
51c4r10/registry,False,,False
51wendy/tomcat,False,,False
5200710/caddy,False,,False
5200710/spark,False,,False
521203/ubuntu,False,,False
520130022/java,False,,False
5218dcd1e7c3/postgres,False,,False
522518940/php,False,,False
522988678/httpd,False,,False
52334755/mysql,False,,False
522a26c36e/openjdk,False,,False
523613/php,False,,False
525245435/redis,False,,False
5252a/docker,False,,False
52534/bash,False,,False
525478625/rabbitmq,False,,False
52534/httpd,False,,False
525478625/maven,False,,False
525478625/tomcat,False,,False
525812417/hello-world,False,,False
525513413/openjdk,False,,False
527263822/jenkins,False,,False
527619645/hello-world,False,,False
52726814/httpd,False,,False
527413987/golang,False,,False
528909316/adoptopenjdk,False,,False
529851983/jenkins,False,,False
528909316/kibana,False,,False
529359204/python,False,,False
52pbailey/python,False,,False
53005300/fluentd,False,,False
530141817/django,False,,False
52pbailey/openjdk,False,,False
530353222/php,False,,False
530353222/ubuntu,False,,False
531544/docker,False,,False
532803481/httpd,False,,False
532803481/wordpress,False,,False
532950547/owncloud,False,,False
534124353245/django,False,,False
53440357/redis,False,,False
535283049/mongo,False,,False
534418/tomcat,False,,False
534501442/spark,False,,False
535530307/zookeeper,False,,False
535530307/rabbitmq,False,,False
535700846/mongo,False,,False
53555/couchbase,False,,False
537845ahmed/odoo,False,,False
537845ahmed/postgres,False,,False
5384683390/logstash,False,,False
538551/alpine,False,,False
5401j/ubuntu,False,,False
540240126/node,False,,False
535530307/redis,False,,False
540733632/hello-world,False,,False
540463788/openjdk,False,,False
540801401/centos,False,,False
54182891/wordpress,False,,False
541094117/tomcat,False,,False
5425858484/neo4j,False,,False
542154983/busybox,False,,False
5422/httpd,False,,False
542622608/swift,False,,False
542720111/redis,False,,False
544082100/hello-world,False,,False
535530307/mysql,False,,False
543284aax/haproxy,False,,False
5453hhgf/tomcat,False,,False
546931869/docker,False,,False
547026179/java,False,,False
5453hhgf/redis,False,,False
5490/java,False,,False
547265870/debian,False,,False
547265870/mysql,False,,False
547265870/redis,False,,False
5490/tomcat,False,,False
549194918/tomcat,False,,False
54echo/node,False,,False
549539156/httpd,False,,False
54997890/java,False,,False
552022450/tomcat,False,,False
552121229l/openjdk,False,,False
552335289/busybox,False,,False
552335289/elasticsearch,False,,False
552335289/mongo,False,,False
552335289/redis,False,,False
552335289/mysql,False,,False
552335289/wordpress,False,,False
555wuyu666/nginx,False,,False
554335144/busybox,False,,False
554965869/php,False,,False
5565917/postgres,False,,False
555wuyu666/php,False,,False
55bg77/opensuse,False,,False
55mm/postgres,False,,False
560501/dart,False,,False
561052973/busybox,False,,False
563494644/hello-world,False,,False
562109562/tomee,False,,False
561361/ros,False,,False
564643122/php,False,,False
563494644/tomcat,False,,False
563990430/tomcat,False,,False
564527139/centos,False,,False
5660/debian,False,,False
564924660/openjdk,False,,False
564924660/registry,False,,False
5656777/docker,False,,False
566336/httpd,False,,False
567823145223/hello-world,False,,False
5678904321/postgres,False,,False
5679pg/cassandra,False,,False
567madhava/sonarqube,False,,False
568720945/java,False,,False
568720945/redis,False,,False
568720945/tomcat,False,,False
569072174/mongo,False,,False
568978/spark,False,,False
569008550/redis,False,,False
569072174/mongo-express,False,,False
569589884/centos,False,,False
569299963/mongo,False,,False
56vikrantsingh/php,False,,False
569934927/docker,False,,False
570521784/centos,False,,False
571044585/tomcat,False,,False
57118/postgres,False,,False
572039941/zookeeper,False,,False
572105002/wordpress,False,,False
573419235/alpine,False,,False
574819025/hello-world,False,,False
573775605/centos,False,,False
574965732/consul,False,,False
5760620/mysql,False,,False
5760620/redis,False,,False
576523217/tomcat,False,,False
577800103/tomcat,False,,False
578282/java,False,,False
578325/java,False,,False
578623/mariadb,False,,False
57bin/haproxy,False,,False
57bin/jenkins,False,,False
57bin/mongo-express,False,,False
57bin/mongo,False,,False
57bin/openjdk,False,,False
57bin/oraclelinux,False,,False
57bin/postgres,False,,False
57bin/rabbitmq,False,,False
581071994/ubuntu,False,,False
57bin/tomcat,False,,False
58143033/ubuntu,False,,False
58160174boon/ubuntu,False,,False
58160270/ubuntu,False,,False
58160397/ubuntu,False,,False
58160426/ubuntu,False,,False
58160427/ubuntu,False,,False
58160533/ubuntu,False,,False
58160534/ubuntu,False,,False
58160611/ubuntu,False,,False
58160628/ubuntu,False,,False
583379737/redis,False,,False
5824600/mysql,False,,False
583185670/python,False,,False
5837/django,False,,False
583440535/php,False,,False
58710/python,False,,False
5850795/ubuntu,False,,False
592151648/hello-world,False,,False
594703382/hello-world,False,,False
591917901/httpd,False,,False
595497154/busybox,False,,False
5947474343/nginx,False,,False
595726017/mysql,False,,False
595726017/redis,False,,False
595952384/zookeeper,False,,False
59596/tomcat,False,,False
597059035/centos,False,,False
596350754/spark,False,,False
597004635/httpd,False,,False
59912131/mongo,False,,False
59752566/traefik,False,,False
598566446/centos,False,,False
59912131/rabbitmq,False,,False
599680041/openjdk,False,,False
5995/rabbitmq,False,,False
59nezytic/mysql,False,,False
59nezytic/tomcat,False,,False
5amsolutions/liquibase,False,,False
5a494d/python,False,,False
5aleda4rf/redis,False,,False
5b1t/alpine,False,,False
5b1t/mariadb,False,,False
5b1t/elasticsearch,False,,False
5b1t/rabbitmq,False,,False
5d3d9d779f6b/nginx,False,,False
5dhub/nextcloud,False,,False
5ews/rabbitmq,False,,False
5emeas/docker,False,,False
5h4dy/zookeeper,False,,False
5fc6a8c3eff5/centos,False,,False
5ibnu/centos,False,,False
5hyungsuh/hello-world,False,,False
5ibnu/golang,False,,False
5ibnu/java,False,,False
5ibnu/jenkins,False,,False
5ibnu/kong,False,,False
5ibnu/python,False,,False
5idocker/httpd,False,,False
5ii5cn/consul,False,,False
5ii5cn/redis,False,,False
5ingluarityapt/hello-world,False,,False
5ilv4n0/ubuntu,False,,False
5ky1ar/jenkins,False,,False
5ky1ar/wordpress,False,,False
5labs/docker,False,,False
5labs/httpd,False,,False
5labs/php,False,,False
5me2/mysql,False,,False
5me2/postgres,False,,False
5me2/redis,False,,False
5monkeys/postgres,False,,False
5monkeys/nginx,False,,False
5ndn/fluentd,False,,False
5ndn/mysql,False,,False
5ndn/nginx,False,,False
5ndn/node,False,,False
5pectr3/openjdk,False,,False
5sun5/hello-world,False,,False
5scontrol/django,False,,False
5t0mp5/java,False,,False
5thempire/spark,False,,False
5t111111/node,False,,False
5theta/jenkins,False,,False
5weijie/elasticsearch,False,,False
5weijie/kibana,False,,False
5wjdgns21/httpd,False,,False
5xcampus/node,False,,False
5xcampus/redis,False,,False
5xcampus/ruby,False,,False
60003263017/mysql,False,,False
600096/centos,False,,False
60100423/docker,False,,False
601729260/centos,False,,False
602179/odoo,False,,False
601096721/php,False,,False
6040/centos,False,,False
602884857/centos,False,,False
603490698/elasticsearch,False,,False
604479418/centos,False,,False
6065meet/django,False,,False
604637630/bash,False,,False
6079727/fluentd,False,,False
6079727/httpd,False,,False
6079727/java,False,,False
607qwq/alpine,False,,False
6079727/kibana,False,,False
607qwq/opensuse,False,,False
607qwq/scratch,False,,False
607qwq/debian,False,,False
607qwq/oraclelinux,False,,False
608197/busybox,False,,False
607qwq/ubuntu,False,,False
6080115107/alpine,False,,False
610530811/hello-world,False,,False
610202350/registry,False,,False
610827423/mysql,False,,False
610839704/mysql,False,,False
610827423/postgres,False,,False
611111/debian,False,,False
6130206386/joomla,False,,False
614914332/tomcat,False,,False
6151118/maven,False,,False
616slayer616/jenkins,False,,False
617166007/haproxy,False,,False
617093056/httpd,False,,False
6174274223241224/rabbitmq,False,,False
6176155690/registry,False,,False
6196192121/postgres,False,,False
620220mei/golang,False,,False
6206307131/httpd,False,,False
62050251/adminer,False,,False
62050251/php,False,,False
62160016/kong,False,,False
621dba1306f8a615/php,False,,False
622848025/tomcat,False,,False
624508914/php,False,,False
623196924/jenkins,False,,False
626120/django,False,,False
6261998/alpine,False,,False
6245628/httpd,False,,False
6260176458278/alpine,False,,False
626650/tomcat,False,,False
627392057/python,False,,False
6261998/nats,False,,False
626203091/docker,False,,False
627803087/mongo,False,,False
627535195/httpd,False,,False
627770633/rabbitmq,False,,False
627770633/redis,False,,False
630064/httpd,False,,False
6301/mysql,False,,False
629795/httpd,False,,False
630176705/php,False,,False
63070047/mongo,False,,False
63070047/mongo-express,False,,False
63179954/httpd,False,,False
6322/hello-world,False,,False
632243538/centos,False,,False
632443784/redis,False,,False
6352654/postgres,False,,False
635196387/centos,False,,False
635843403/redis,False,,False
6370/elasticsearch,False,,False
6374843245/wordpress,False,,False
6381093181/busybox,False,,False
6383943367/hello-world,False,,False
6384723119/eclipse-mosquitto,False,,False
6384723119/eclipse-temurin,False,,False
63967261/tomcat,False,,False
63964958/centos,False,,False
63hayate/ubuntu,False,,False
64075898/centos,False,,False
642064671/java,False,,False
642000/java,False,,False
642064671/jenkins,False,,False
642064671/maven,False,,False
64413/tomcat,False,,False
64336924/centos,False,,False
644682596/tomcat,False,,False
645225829/python,False,,False
64539547/mariadb,False,,False
645628462/redis,False,,False
645628462/mysql,False,,False
645628462/php,False,,False
645906265/busybox,False,,False
646729425/alpine,False,,False
646222472/centos,False,,False
646235023/httpd,False,,False
6473233877/docker,False,,False
6478w4e5r34/wordpress,False,,False
64899484/golang,False,,False
64899484/node,False,,False
6499476/nginx,False,,False
64b9f02b8/zookeeper,False,,False
64kb/unit,False,,False
651100191/zookeeper,False,,False
651854292/zookeeper,False,,False
651908049/mysql,False,,False
651908049/jenkins,False,,False
651908049/redis,False,,False
651993/mongo,False,,False
653191683/busybox,False,,False
654600784/mysql,False,,False
65532/busybox,False,,False
65535/hello-world,False,,False
65532/debian,False,,False
65532/ubuntu,False,,False
6567peque/debian,False,,False
6555/centos,False,,False
655656/hello-world,False,,False
653234713/redis,False,,False
65chdv/node,False,,False
6616/tomcat,False,,False
6612829913/docker,False,,False
66233599134422234992/elasticsearch,False,,False
66233599134422234992/kibana,False,,False
66233599134422234992/logstash,False,,False
66500852/redis,False,,False
66418500/logstash,False,,False
66500852/mysql,False,,False
666dd/mariadb,False,,False
66652/busybox,False,,False
666677777/mongo,False,,False
657982966/centos,True,Detect_TeamRedMiner,True
666liangzai/mysql,False,,False
666er/redis,False,,False
666oclock/golang,False,,False
666oclock/mysql,False,,False
666oclock/nginx,False,,False
666oclock/node,False,,False
666oclock/r-base,False,,False
666root/ubuntu,False,,False
666zhb/tomcat,False,,False
6687688665/alpine,False,,False
66896689/redis,False,,False
66ap66ap/busybox,False,,False
66isaname/alpine,False,,False
66ecommerce/php,False,,False
66li/golang,False,,False
6711/elasticsearch,False,,False
66rpgysxx/centos,False,,False
6711/kibana,False,,False
670017569/rabbitmq,False,,False
673081689/php,False,,False
673660172/hello-world,False,,False
673660172/httpd,False,,False
6749/httpd,False,,False
67373/mysql,False,,False
67566756/hello-world,False,,False
6776/celery,False,,False
678nid/alpine,False,,False
6789012345/mongo,False,,False
67kkk/busybox,False,,False
68597d259dac/ruby,False,,False
6871/python,False,,False
6886sp15/gcc,False,,False
67351/centos,True,Detect_TeamRedMiner,True
69123913/mongo,False,,False
68publishers/php,False,,False
6905121025/elasticsearch,False,,False
692309199/redis,False,,False
6ddailey/alpine,False,,False
69dockeruser69/redis,False,,False
6democratickim9/mysql,False,,False
6dtools/nginx,False,,False
6dtools/openjdk,False,,False
6dtools/php,False,,False
6e0f5bbe11/node,False,,False
6e2b075940/rabbitmq,False,,False
6f73c0c6e5/node,False,,False
6fusion/couchdb,False,,False
6feel/tomcat,False,,False
6insanes/jenkins,False,,False
692383247/centos,True,Detect_TeamRedMiner,True
6ixni9e/maven,False,,False
6ixni9e/openjdk,False,,False
6mtr3ttr/httpd,False,,False
6ixni9e/tomcat,False,,False
6run0/nginx,False,,False
6run0/mariadb,False,,False
6run0/redis,False,,False
6sycho/httpd,False,,False
6run0/registry,False,,False
6run0/varnish,False,,False
7002370412/jenkins,False,,False
7002370412/httpd,False,,False
6warashi9/spark,False,,False
7002370412/rabbitmq,False,,False
700720/busybox,False,,False
7007457627/jenkins,False,,False
7008939270/mongo,False,,False
7008939270/rabbitmq,False,,False
70086689/jenkins,False,,False
70115099/mysql,False,,False
7014253/java,False,,False
701b1af8508b/centos,False,,False
702021619/emqx,False,,False
70251673/tomcat,False,,False
70326/docker,False,,False
70056/centos,True,Detect_TeamRedMiner,True
7030933386/httpd,False,,False
703268697/alpine,False,,False
704555/phpmyadmin,False,,False
7042486483/haproxy,False,,False
7060570851/redis,False,,False
705471/alpine,False,,False
705471/golang,False,,False
7020206169/centos,True,Detect_TeamRedMiner,True
706393/python,False,,False
7061384/gradle,False,,False
7061384/node,False,,False
7075/tomcat,False,,False
707678119/mongo,False,,False
7075872801/mongo,False,,False
707576/spark,False,,False
707678119/mysql,False,,False
708u/composer,False,,False
70pice/tomcat,False,,False
71025207/registry,False,,False
710008625/rabbitmq,False,,False
7111418/tomcat,False,,False
710637881/centos,False,,False
710889n/python,False,,False
711998/php,False,,False
711492/java,False,,False
712120393/caddy,False,,False
712199425/jenkins,False,,False
715042297/tomcat,False,,False
7146/kibana,False,,False
7146/zookeeper,False,,False
7148650840/alpine,False,,False
71659395/httpd,False,,False
717160040/caddy,False,,False
7161/hello-world,False,,False
717160040/centos,False,,False
71kevin/hello-world,False,,False
719947897/redis,False,,False
719947897/zookeeper,False,,False
720kb/nginx,False,,False
7202534/solr,False,,False
7204/httpd,False,,False
721991/hello-world,False,,False
7218525222/centos,False,,False
72136849961/haproxy,False,,False
7237/postgres,False,,False
723can/httpd,False,,False
72301172/centos,False,,False
723chst/httpd,False,,False
723chst/tomcat,False,,False
7259948890/mysql,False,,False
727358842/alpine,False,,False
725krius/amazonlinux,False,,False
72636c/golang,False,,False
729414559/haproxy,False,,False
727913417/php,False,,False
729414559/logstash,False,,False
729414559/php,False,,False
729414559/rabbitmq,False,,False
729414559/redis,False,,False
729414559/zookeeper,False,,False
729414559/ubuntu,False,,False
729418436yj/busybox,False,,False
72xzl/alpine,False,,False
732197909/nginx,False,,False
729535180/golang,False,,False
732808/tomcat,False,,False
7350242477/golang,False,,False
7359484302/busybox,False,,False
736258414/redis,False,,False
7376211cs213/golang,False,,False
738327089/consul,False,,False
738745565/hello-world,False,,False
738459000/mysql,False,,False
73mp3st/caddy,False,,False
739943/hello-world,False,,False
740162752/alpine,False,,False
740162752/caddy,False,,False
732197909/centos,True,Detect_TeamRedMiner,True
740388/consul,False,,False
740162752/elasticsearch,False,,False
740851326/hello-world,False,,False
740851326/mysql,False,,False
7406061686/httpd,False,,False
7411191314/mongo,False,,False
742458/busybox,False,,False
744132849/percona,False,,False
74350984548/spark,False,,False
74425612/debian,False,,False
745184472/drupal,False,,False
745586895/centos,False,,False
74734589924/maven,False,,False
747301585/mysql,False,,False
74734589924/jenkins,False,,False
74745757/liquibase,False,,False
7499/tomcat,False,,False
7474677039/centos,False,,False
749961929/tomcat,False,,False
74percent/php,False,,False
750178641/alpine,False,,False
751836594/php,False,,False
751213750/registry,False,,False
7563598/httpd,False,,False
756379078/redis,False,,False
756563676/openjdk,False,,False
756477105/centos,False,,False
7570283/docker,False,,False
757477054/centos,False,,False
757401350/rabbitmq,False,,False
7571/ruby,False,,False
7539514682/redis,False,,False
759605232/alpine,False,,False
758109577/django,False,,False
759571846/mariadb,False,,False
7604939228/docker,False,,False
759960474/ubuntu,False,,False
761206/postgres,False,,False
760597032/sonarqube,False,,False
761052/redis,False,,False
763485835/busybox,False,,False
763601/hello-world,False,,False
761565995/tomcat,False,,False
763601/mysql,False,,False
764862864/jenkins,False,,False
76527413/odoo,False,,False
765796581/ubuntu,False,,False
7658/httpd,False,,False
765896/node,False,,False
7658/tomcat,False,,False
765846560/ubuntu,False,,False
766313/tomcat,False,,False
766768294/rabbitmq,False,,False
7676599764/jenkins,False,,False
767804/postgres,False,,False
76808/openjdk,False,,False
760618/postgres,True,Detect_TeamRedMiner,True
76830890/python,False,,False
76830890/redis,False,,False
768481563/python,False,,False
768662717/alpine,False,,False
7698627/redis,False,,False
7705/busybox,False,,False
76dev/php,False,,False
7705/alpine,False,,False
770705779/hello-world,False,,False
770567557/httpd,False,,False
770835/monica,False,,False
770715/tomcat,False,,False
77204/zookeeper,False,,False
773095652/cirros,False,,False
772473448/hello-world,False,,False
77290266/centos,False,,False
77348/postgres,False,,False
77360963/redis,False,,False
7733com/ubuntu,False,,False
773528514/httpd,False,,False
773824503/ubuntu,False,,False
773640911/httpd,False,,False
773722914/flink,False,,False
773842926/jenkins,False,,False
775774341/alpine,False,,False
774874223/busybox,False,,False
775800/centos,False,,False
77585211314/httpd,False,,False
7760655511/redis,False,,False
77606/httpd,False,,False
7769945426/mysql,False,,False
77755599/hello-world,False,,False
7775965961/tomcat,False,,False
77722777/java,False,,False
7777383/ubuntu,False,,False
7777s/tomcat,False,,False
7777ksh/vault,False,,False
777dreammaster/postgres,False,,False
77808859/php,False,,False
778521930/haproxy,False,,False
778521930/redis,False,,False
779464689/ubuntu,False,,False
77948145/tomcat,False,,False
77francisjudedato/python,False,,False
77e90be6843/erlang,False,,False
77io/node,False,,False
77th/mysql,False,,False
77star77/centos,False,,False
77th/nginx,False,,False
77tv/nginx,False,,False
77tv/postgres,False,,False
77tv/rabbitmq,False,,False
77tv/redis,False,,False
7800943/traefik,False,,False
780825/elasticsearch,False,,False
780825/kibana,False,,False
781546146/registry,False,,False
78325/jenkins,False,,False
782518522/elasticsearch,False,,False
78160/jenkins,False,,False
7827303969/docker,False,,False
7852863817/sl,False,,False
785623465/jenkins,False,,False
783602938/debian,False,,False
783633439/centos,False,,False
786456123/tomcat,False,,False
786619465/python,False,,False
786799298/jenkins,False,,False
786799298/consul,False,,False
786799298/golang,False,,False
786naaz/docker,False,,False
787447958/rabbitmq,False,,False
78904560/php,False,,False
789123/jetty,False,,False
789123/nginx,False,,False
7893395832/registry,False,,False
78917/mysql,False,,False
7893395832/julia,False,,False
7893395832/ubuntu,False,,False
789530/busybox,False,,False
78planet/wordpress,False,,False
7893834723/registry,False,,False
791369083/hello-world,False,,False
791388817/rabbitmq,False,,False
791388817/redis,False,,False
792122874/tomcat,False,,False
792965772/elasticsearch,False,,False
793653518/redis,False,,False
794142134/jenkins,False,,False
794142134/mysql,False,,False
794142134/rabbitmq,False,,False
794142134/redis,False,,False
794142134/tomcat,False,,False
794142134/zookeeper,False,,False
794375334/centos,False,,False
797801/ubuntu,False,,False
794635471/openjdk,False,,False
797246/oraclelinux,False,,False
797866/maven,False,,False
7979929750/mongo,False,,False
7984193232/fluentd,False,,False
7989/fedora,False,,False
7989/jenkins,False,,False
7989/tomcat,False,,False
7989/ubuntu,False,,False
79924851/registry,False,,False
79924851/busybox,False,,False
7997/krakend,False,,False
799808450/centos,False,,False
799808450/tomcat,False,,False
799484542/redis,False,,False
79percent/centos,False,,False
7a4fc341a/node,False,,False
7abouba/mongo,False,,False
7ac012674/redis,False,,False
7ac012674/tomcat,False,,False
7arun/wordpress,False,,False
7afde/postgres,False,,False
7bridges/fedora,False,,False
7chaitali/httpd,False,,False
7coco/httpd,False,,False
7data/elasticsearch,False,,False
7dc218f39bef/centos,False,,False
7dc2/postgres,False,,False
7dodo/postgres,False,,False
7doggy/golang,False,,False
7erhiy/wordpress,False,,False
7ikrcajluu/vault,False,,False
7imbrook/consul,False,,False
7fvzv7wjf/znc,False,,False
7g8efcehpff/debian,False,,False
7imbrook/ghost,False,,False
7imbrook/postgres,False,,False
7ing/alpine,False,,False
7nayen/alpine,False,,False
7nohe/rails,False,,False
7ionx/memcached,False,,False
7loren/debian,False,,False
7otk/jenkins,False,,False
7sinstone/php,False,,False
7puns/postgres,False,,False
7rajesh/redis,False,,False
7th55/mongo,False,,False
7thcode/mongo,False,,False
7thsense/spark,False,,False
7thsensedesign/rockylinux,False,,False
7weeks/redmine,False,,False
7weeks/postgres,False,,False
7wencaixu/redis,False,,False
7wencaixu/registry,False,,False
7wonders/rocket.chat,False,,False
802289/django,False,,False
802289/redmine,False,,False
80444561333/mongo,False,,False
8050928211/centos,False,,False
8073557135/hello-world,False,,False
806094224/tomcat,False,,False
807448395/zookeeper,False,,False
80682019/geonetwork,False,,False
8080/redis,False,,False
8077103273/elasticsearch,False,,False
807876/haproxy,False,,False
807876/httpd,False,,False
80re/rabbitmq,False,,False
8080880/alpine,False,,False
808108/elasticsearch,False,,False
809945/sonarqube,False,,False
80x86/php,False,,False
80x86/postgres,False,,False
80x86/rust,False,,False
80x86/sentry,False,,False
8102020/httpd,False,,False
8105129514/mongo,False,,False
80x86/traefik,False,,False
810206/tomcat,False,,False
8106282476/tomcat,False,,False
811008/centos,False,,False
810609875/java,False,,False
8122002/mysql,False,,False
81247/python,False,,False
812215489/elasticsearch,False,,False
812215489/alpine,False,,False
812752656/ubuntu,False,,False
812752853/hello-world,False,,False
8128374848/tomcat,False,,False
81318131/elasticsearch,False,,False
81286980/node,False,,False
81317/redis,False,,False
81318131/kibana,False,,False
81318131/logstash,False,,False
814482443/tomcat,False,,False
8146564748/python,False,,False
8148/hello-world,False,,False
815300280/centos,False,,False
8189126/mongo,False,,False
815325223/busybox,False,,False
81579811/openjdk,False,,False
8160960572/jenkins,False,,False
820249307/busybox,False,,False
81ec89b9a/logstash,False,,False
81santi81/spark,False,,False
82014901/elasticsearch,False,,False
820252044/hello-world,False,,False
8208239740/python,False,,False
821196195/django,False,,False
8220342/postgres,False,,False
820ed8e46bc8/rails,False,,False
821542/python,False,,False
82253452/tomcat,False,,False
8220480504/amazonlinux,False,,False
8249233783/httpd,False,,False
824729507/java,False,,False
826084879/registry,False,,False
824ee8fdb079/wordpress,False,,False
8277075/docker,False,,False
8277194655/mongo,False,,False
826849158/tomcat,False,,False
827927/centos,False,,False
8287724096/httpd,False,,False
8297027609/centos,False,,False
8286315625/swarm,False,,False
8297027609/httpd,False,,False
8309436437/busybox,False,,False
83092cb2/memcached,False,,False
832834/hello-world,False,,False
8316871/debian,False,,False
831naveen/httpd,False,,False
83335292/mysql,False,,False
83335292/adminer,False,,False
8329557283/node,False,,False
83404/docker,False,,False
834290920/tomcat,False,,False
834801480/elasticsearch,False,,False
834801480/kibana,False,,False
834801480/logstash,False,,False
835272016/rabbitmq,False,,False
836334258/centos,False,,False
836193970/centos,False,,False
836503270/centos,False,,False
836503270/elasticsearch,False,,False
836503270/fluentd,False,,False
836503270/jenkins,False,,False
836503270/mysql,False,,False
836585692/tomcat,False,,False
835404/redis,False,,False
836903440/centos,False,,False
837447352/hello-world,False,,False
83752/elasticsearch,False,,False
83752/kibana,False,,False
8391997/hello-world,False,,False
